Region,Type,Area,#Bathrooms,#Bedrooms,Price
Nabeul,Villa,190.0,5.0,5.0,220000.0
Ariana,Appartement,100.0,1.0,3.0,220000.0
Ariana,Appartement,200.0,1.0,2.0,130000.0
Tunis,Appartement,110.0,1.0,4.0,176000.0
Ariana,Appartement,110.0,1.0,4.0,315000.0
Tunis,Appartement,110.0,1.0,4.0,130000.0
Tunis,Appartement,80.0,1.0,2.0,325000.0
Tunis,Appartement,100.0,2.0,2.0,255000.0
Tunis,Appartement,113.0,2.0,2.0,330000.0
Ariana,Appartement,100.0,1.0,4.0,160000.0
Tunis,Appartement,57.0,1.0,1.0,165000.0
Tunis,Appartement,50.0,1.0,1.0,130000.0
Ben Arous,Appartement,100.0,1.0,2.0,180000.0
Tunis,Appartement,110.0,1.0,3.0,250000.0
Tunis,Appartement,110.0,1.0,2.0,130000.0
Tunis,Appartement,114.0,2.0,2.0,330000.0
Tunis,Appartement,140.0,2.0,3.0,315000.0
Tunis,Appartement,140.0,2.0,3.0,360000.0
Tunis,Appartement,61.0,1.0,1.0,130000.0
Ariana,Appartement,110.0,2.0,3.0,130000.0
Ben Arous,Appartement,100.0,1.0,2.0,230000.0
Tunis,Appartement,40.0,1.0,1.0,169000.0
Ariana,Appartement,65.0,1.0,1.0,199000.0
Tunis,Appartement,118.0,1.0,2.0,327000.0
Tunis,Appartement,59.0,1.0,1.0,176000.0
Tunis,Appartement,80.0,1.0,2.0,305000.0
Nabeul,Appartement,230.0,4.0,4.0,930000.0
Ben Arous,Appartement,77.0,1.0,2.0,190000.0
Ben Arous,Appartement,75.0,1.0,2.0,130000.0
Ben Arous,Appartement,108.0,2.0,3.0,290000.0
Ben Arous,Appartement,80.0,1.0,2.0,200000.0
Ben Arous,Appartement,70.0,1.0,2.0,190000.0
Tunis,Appartement,110.0,1.0,2.0,200000.0
Tunis,Appartement,56.0,1.0,1.0,190000.0
Tunis,Appartement,48.0,1.0,1.0,167000.0
Tunis,Appartement,120.0,1.0,3.0,255000.0
Tunis,Appartement,54.0,1.0,1.0,185000.0
Tunis,Appartement,172.0,2.0,4.0,340000.0
Tunis,Appartement,108.0,1.0,2.0,250000.0
Tunis,Appartement,162.0,2.0,4.0,358000.0
Nabeul,Appartement,300.0,2.0,2.0,750000.0
Sousse,Appartement,110.0,1.0,1.0,130000.0
Ariana,Appartement,87.0,1.0,1.0,290000.0
Sousse,Appartement,107.0,1.0,3.0,210000.0
Nabeul,Appartement,53.0,1.0,1.0,130000.0
Ariana,Appartement,162.0,2.0,3.0,495000.0
Ariana,Appartement,150.0,3.0,4.0,450000.0
Ariana,Appartement,175.0,2.0,3.0,575000.0
Tunis,Appartement,95.0,1.0,2.0,240000.0
Sousse,Appartement,100.0,1.0,2.0,360000.0
Tunis,Appartement,145.0,1.0,3.0,265000.0
Ariana,Villa,240.0,1.0,4.0,130000.0
Ariana,Appartement,139.0,2.0,3.0,130000.0
Nabeul,Appartement,150.0,2.0,1.0,650000.0
Ben Arous,Appartement,110.0,1.0,3.0,220000.0
Ben Arous,Appartement,80.0,1.0,1.0,130000.0
Ben Arous,Appartement,130.0,2.0,1.0,360000.0
Ben Arous,Appartement,77.0,1.0,2.0,130000.0
Monastir,Appartement,75.0,1.0,2.0,150000.0
Mahdia,Appartement,110.0,1.0,4.0,130000.0
Monastir,Appartement,110.0,1.0,2.0,170000.0
Monastir,Appartement,64.0,1.0,1.0,130000.0
Sousse,Appartement,61.5,1.0,1.0,255000.0
Sousse,Appartement,110.0,1.0,2.0,280000.0
Ben Arous,Appartement,115.0,1.0,2.0,170000.0
Tunis,Appartement,76.0,1.0,1.0,185000.0
Ben Arous,Appartement,121.0,2.0,3.0,270000.0
Ariana,Appartement,120.0,2.0,3.0,180000.0
Ariana,Appartement,120.0,2.0,2.0,334998.0
Tunis,Appartement,90.0,1.0,3.0,234000.0
Tunis,Appartement,110.0,2.0,2.0,130000.0
Bizerte,Appartement,89.0,1.0,2.0,200000.0
Ariana,Appartement,117.0,1.0,2.0,285000.0
Tunis,Appartement,100.0,1.0,2.0,240000.0
Bizerte,Appartement,150.0,2.0,3.0,130000.0
Nabeul,Appartement,77.0,1.0,1.0,320000.0
Ben Arous,Appartement,58.0,1.0,2.0,130000.0
Ariana,Appartement,138.0,2.0,3.0,330000.0
Ariana,Appartement,115.0,2.0,3.0,290000.0
Ariana,Appartement,50.0,1.0,1.0,130000.0
Ariana,Appartement,40.0,1.0,1.0,165000.0
Ariana,Appartement,157.0,2.0,4.0,400000.0
Nabeul,Appartement,155.0,2.0,3.0,530000.0
Nabeul,Appartement,59.0,1.0,1.0,130000.0
Ben Arous,Appartement,140.0,2.0,3.0,130000.0
Sfax,Appartement,88.0,1.0,3.0,130000.0
Tunis,Appartement,112.0,2.0,2.0,130000.0
Tunis,Appartement,60.0,1.0,1.0,205000.0
Tunis,Appartement,85.0,1.0,1.0,130000.0
Tunis,Appartement,165.0,2.0,3.0,368000.0
Tunis,Appartement,200.0,2.0,4.0,460000.0
Tunis,Appartement,68.0,1.0,1.0,157000.0
Tunis,Appartement,142.0,2.0,2.0,130000.0
Ben Arous,Appartement,110.0,1.0,4.0,159000.0
Tunis,Appartement,118.0,1.0,2.0,290000.0
Tunis,Appartement,195.0,2.0,3.0,570000.0
Tunis,Appartement,185.0,2.0,4.0,365000.0
Tunis,Appartement,72.0,1.0,1.0,320000.0
Tunis,Appartement,154.0,2.0,2.0,680000.0
Tunis,Appartement,64.9,1.0,1.0,227000.0
Monastir,Villa,179.0,3.0,3.0,218000.0
Nabeul,Appartement,135.0,2.0,3.0,370000.0
Nabeul,Appartement,65.0,1.0,1.0,250000.0
Nabeul,Appartement,150.0,1.0,3.0,530000.0
Tunis,Appartement,130.0,1.0,3.0,285000.0
Sousse,Appartement,78.0,1.0,2.0,130000.0
Tunis,Appartement,129.0,2.0,2.0,130000.0
Tunis,Appartement,114.0,2.0,2.0,380000.0
Ariana,Appartement,175.0,2.0,3.0,130000.0
Ariana,Appartement,130.0,1.0,3.0,365000.0
Ariana,Appartement,71.0,1.0,1.0,130000.0
Ariana,Appartement,146.0,1.0,3.0,130000.0
Sousse,Appartement,85.0,1.0,2.0,145000.0
Sousse,Appartement,75.0,1.0,1.0,270000.0
Sousse,Appartement,82.0,1.0,2.0,385000.0
Nabeul,Appartement,100.0,1.0,2.0,170000.0
Tunis,Appartement,120.0,2.0,3.0,320000.0
Ariana,Appartement,50.0,1.0,1.0,180000.0
Nabeul,Appartement,65.0,1.0,1.0,265000.0
Tunis,Appartement,110.0,1.0,3.0,550000.0
Tunis,Villa,288.0,3.0,5.0,980000.0
Tunis,Appartement,70.0,1.0,1.0,410000.0
Ariana,Appartement,157.0,2.0,3.0,365000.0
Ben Arous,Appartement,110.0,1.0,2.0,180000.0
Ariana,Appartement,91.0,1.0,2.0,130000.0
Ben Arous,Appartement,100.0,1.0,3.0,130000.0
Ariana,Appartement,55.0,1.0,1.0,180000.0
Tunis,Appartement,101.0,1.0,2.0,270000.0
Nabeul,Appartement,100.0,1.0,1.0,140000.0
Ariana,Appartement,114.0,1.0,2.0,295000.0
Ariana,Appartement,75.0,1.0,2.0,130000.0
Sousse,Appartement,100.0,2.0,2.0,130000.0
Ben Arous,Appartement,176.0,3.0,3.0,350000.0
Ariana,Appartement,84.0,1.0,1.0,320000.0
Tunis,Appartement,125.0,1.0,3.0,270000.0
Ben Arous,Appartement,85.0,1.0,3.0,165000.0
Ariana,Appartement,110.0,1.0,4.0,290000.0
Ariana,Appartement,53.0,1.0,1.0,140000.0
Bizerte,Appartement,126.0,1.0,2.0,370000.0
Tunis,Appartement,55.0,1.0,1.0,180000.0
Ariana,Appartement,222.0,3.0,5.0,770000.0
Nabeul,Appartement,122.0,1.0,2.0,384200.0
Tunis,Appartement,60.0,1.0,1.0,165000.0
Ben Arous,Appartement,65.0,1.0,1.0,130000.0
Sousse,Appartement,60.0,1.0,1.0,130000.0
Tunis,Appartement,53.0,1.0,1.0,165000.0
Ben Arous,Appartement,79.0,1.0,2.0,135000.0
Tunis,Appartement,90.4,1.0,2.0,130000.0
Tunis,Appartement,140.0,2.0,3.0,320000.0
Tunis,Appartement,53.0,1.0,2.0,145000.0
Tunis,Appartement,185.0,2.0,3.0,440000.0
Tunis,Appartement,145.0,2.0,3.0,280000.0
La Manouba,Appartement,162.0,2.0,3.0,375000.0
La Manouba,Appartement,103.0,1.0,2.0,225000.0
Tunis,Appartement,90.0,1.0,2.0,245000.0
Ariana,Appartement,120.0,2.0,2.0,130000.0
Tunis,Appartement,109.0,1.0,2.0,215000.0
Tunis,Appartement,109.0,1.0,2.0,210000.0
Ariana,Appartement,120.0,2.0,2.0,175000.0
Tunis,Appartement,97.0,1.0,2.0,215000.0
Tunis,Appartement,150.0,2.0,4.0,408000.0
Tunis,Appartement,147.6,2.0,3.0,370000.0
Tunis,Appartement,64.0,1.0,1.0,205000.0
Tunis,Appartement,150.0,1.0,3.0,350000.0
Tunis,Appartement,182.0,1.0,3.0,445000.0
Tunis,Appartement,98.0,1.0,3.0,270000.0
Tunis,Appartement,132.0,2.0,3.0,320000.0
Tunis,Appartement,140.0,1.0,3.0,130000.0
Nabeul,Appartement,230.0,2.0,4.0,660000.0
Tunis,Appartement,60.0,1.0,1.0,164999.0
Sousse,Appartement,73.0,1.0,1.0,250000.0
Sousse,Appartement,118.0,2.0,2.0,326000.0
Sousse,Appartement,97.0,1.0,1.0,250000.0
Tunis,Appartement,120.0,1.0,2.0,290000.0
Tunis,Appartement,127.0,1.0,2.0,465000.0
Tunis,Appartement,107.0,1.0,1.0,319000.0
Sfax,Appartement,85.0,1.0,2.0,130000.0
Tunis,Appartement,71.0,1.0,1.0,260000.0
Tunis,Appartement,125.0,1.0,1.0,363000.0
Ariana,Appartement,129.0,1.0,1.0,410000.0
Tunis,Appartement,50.0,1.0,1.0,195000.0
Tunis,Appartement,70.0,1.0,1.0,220000.0
Tunis,Appartement,178.0,2.0,3.0,470000.0
Tunis,Appartement,94.0,1.0,2.0,240000.0
Ariana,Appartement,300.0,1.0,3.0,870000.0
Tunis,Appartement,67.0,1.0,1.0,227000.0
Tunis,Appartement,154.0,1.0,2.0,420000.0
Tunis,Appartement,155.0,1.0,3.0,294998.0
Ben Arous,Appartement,60.0,1.0,1.0,130000.0
Tunis,Appartement,119.0,2.0,2.0,130000.0
Ben Arous,Appartement,104.0,1.0,2.0,130000.0
Ariana,Appartement,140.0,1.0,3.0,640000.0
Ben Arous,Appartement,92.0,1.0,2.0,220000.0
Ben Arous,Appartement,153.0,2.0,2.0,255000.0
Ben Arous,Appartement,117.0,2.0,2.0,130000.0
Tunis,Appartement,111.0,2.0,3.0,130000.0
Ben Arous,Appartement,156.0,2.0,3.0,130000.0
Monastir,Appartement,66.0,1.0,2.0,185000.0
Monastir,Appartement,48.0,1.0,1.0,152000.0
Monastir,Appartement,132.0,2.0,3.0,338000.0
Tunis,Appartement,165.0,2.0,4.0,330000.0
Tunis,Appartement,100.0,1.0,2.0,130000.0
Tunis,Appartement,105.0,1.0,3.0,130000.0
La Manouba,Appartement,125.0,2.0,3.0,230000.0
Tunis,Appartement,130.0,2.0,3.0,130000.0
Nabeul,Appartement,120.0,1.0,2.0,235000.0
Tunis,Appartement,101.0,1.0,4.0,200000.0
Ariana,Appartement,162.0,3.0,3.0,640000.0
Ariana,Appartement,210.0,2.0,4.0,650000.0
Ariana,Appartement,190.0,2.0,3.0,810000.0
Ariana,Appartement,214.0,2.0,3.0,635000.0
Ariana,Appartement,228.0,2.0,3.0,650000.0
Ben Arous,Appartement,120.0,2.0,3.0,270000.0
Ben Arous,Appartement,135.0,1.0,3.0,235000.0
Ben Arous,Appartement,100.0,1.0,1.0,198000.0
Tunis,Appartement,95.0,1.0,2.0,150000.0
Ariana,Appartement,125.0,1.0,1.0,389000.0
Ariana,Appartement,100.0,1.0,2.0,130000.0
Tunis,Appartement,120.0,1.0,5.0,220000.0
Tunis,Appartement,150.0,1.0,3.0,340000.0
Tunis,Appartement,70.0,1.0,2.0,130000.0
Tunis,Appartement,98.0,2.0,2.0,250000.0
Tunis,Appartement,154.0,2.0,3.0,370000.0
Tunis,Appartement,100.0,1.0,4.0,280000.0
Ben Arous,Appartement,85.0,1.0,1.0,210000.0
Nabeul,Appartement,75.0,1.0,1.0,130000.0
Tunis,Appartement,138.0,2.0,3.0,280000.0
Sousse,Appartement,163.0,1.0,2.0,310000.0
Nabeul,Appartement,93.0,1.0,2.0,130000.0
Tunis,Appartement,160.0,2.0,3.0,480000.0
Tunis,Appartement,120.0,2.0,2.0,335000.0
Ariana,Appartement,146.0,2.0,3.0,340000.0
Ariana,Appartement,97.0,1.0,2.0,285000.0
Tunis,Appartement,107.0,1.0,2.0,255000.0
Tunis,Villa,800.0,5.0,6.0,130000.0
Tunis,Appartement,127.0,1.0,2.0,400000.0
Ariana,Villa,380.0,3.0,4.0,989999.0
Ariana,Appartement,113.0,2.0,2.0,335000.0
Tunis,Appartement,55.0,1.0,1.0,184997.0
Nabeul,Appartement,100.0,1.0,2.0,220000.0
Nabeul,Appartement,300.0,1.0,2.0,130000.0
Nabeul,Appartement,68.0,1.0,1.0,277000.0
Tunis,Appartement,80.0,1.0,2.0,250000.0
Mahdia,Appartement,96.0,1.0,2.0,276000.0
Nabeul,Appartement,74.0,1.0,1.0,270000.0
Nabeul,Appartement,70.0,1.0,1.0,270000.0
Ben Arous,Appartement,81.0,2.0,2.0,255000.0
Ben Arous,Appartement,80.0,1.0,2.0,130000.0
Nabeul,Appartement,97.0,1.0,2.0,400000.0
Sfax,Appartement,116.0,2.0,3.0,250000.0
Sousse,Appartement,63.0,1.0,1.0,130000.0
Tunis,Appartement,80.0,1.0,2.0,130000.0
Tunis,Appartement,110.0,1.0,4.0,215000.0
Sousse,Appartement,97.0,1.0,3.0,420000.0
Nabeul,Appartement,101.0,1.0,3.0,330000.0
Tunis,Appartement,93.0,1.0,4.0,130000.0
Ben Arous,Appartement,82.0,1.0,3.0,130000.0
Tunis,Appartement,128.0,1.0,2.0,240000.0
Ariana,Appartement,134.0,1.0,2.0,320000.0
Nabeul,Appartement,98.0,2.0,1.0,400000.0
Tunis,Appartement,109.0,2.0,2.0,724000.0
Ariana,Appartement,60.0,1.0,1.0,190000.0
Mahdia,Villa,83.0,1.0,2.0,130000.0
Ariana,Appartement,40.0,1.0,1.0,185000.0
Mahdia,Appartement,120.0,1.0,3.0,240000.0
Tunis,Appartement,100.0,1.0,3.0,130000.0
Sousse,Appartement,71.0,1.0,1.0,350000.0
Ben Arous,Appartement,116.0,2.0,2.0,260000.0
Ben Arous,Appartement,156.0,1.0,3.0,130000.0
Tunis,Appartement,85.0,1.0,1.0,400000.0
Ben Arous,Appartement,168.0,2.0,4.0,440000.0
Ben Arous,Appartement,85.0,1.0,2.0,150000.0
Ben Arous,Appartement,75.0,1.0,2.0,160000.0
Ben Arous,Appartement,72.0,1.0,2.0,130000.0
Sousse,Appartement,110.0,1.0,2.0,265000.0
Sousse,Appartement,80.0,1.0,2.0,282000.0
Ben Arous,Appartement,70.0,1.0,2.0,130000.0
Nabeul,Appartement,114.0,1.0,2.0,400000.0
Tunis,Appartement,55.0,1.0,1.0,179998.0
Ariana,Appartement,73.0,1.0,1.0,200000.0
Sousse,Villa,260.0,2.0,3.0,470000.0
Tunis,Appartement,112.0,1.0,2.0,530000.0
Ben Arous,Appartement,102.0,2.0,2.0,250000.0
Sfax,Appartement,171.0,3.0,4.0,130000.0
La Manouba,Appartement,112.0,1.0,3.0,225000.0
Ben Arous,Appartement,59.0,1.0,1.0,130000.0
Ben Arous,Appartement,115.0,2.0,3.0,170000.0
Tunis,Appartement,103.0,2.0,2.0,400000.0
Tunis,Appartement,116.0,1.0,2.0,280000.0
Tunis,Appartement,132.5,1.0,2.0,550000.0
Tunis,Appartement,209.0,1.0,1.0,430000.0
Tunis,Appartement,120.0,1.0,2.0,370000.0
Ariana,Appartement,169.0,1.0,1.0,480000.0
Ariana,Appartement,183.0,1.0,3.0,130000.0
Tunis,Appartement,103.0,1.0,2.0,572000.0
Ariana,Appartement,129.0,1.0,4.0,495000.0
Tunis,Appartement,172.0,1.0,3.0,750000.0
Tunis,Appartement,100.5,1.0,2.0,558000.0
Tunis,Appartement,289.0,1.0,3.0,130000.0
Tunis,Appartement,87.0,1.0,1.0,330000.0
Tunis,Appartement,90.0,2.0,3.0,280000.0
Tunis,Appartement,73.0,1.0,2.0,210000.0
Tunis,Appartement,172.0,1.0,2.0,750000.0
Nabeul,Appartement,85.0,1.0,2.0,130000.0
Tunis,Appartement,110.0,1.0,2.0,390000.0
Tunis,Appartement,180.0,1.0,3.0,550000.0
Tunis,Appartement,72.0,1.0,4.0,320000.0
Ariana,Appartement,143.0,1.0,3.0,130000.0
Ariana,Appartement,105.0,1.0,2.0,210000.0
Tunis,Appartement,128.0,2.0,2.0,395000.0
Ariana,Appartement,55.0,1.0,1.0,165000.0
Nabeul,Villa,169.0,1.0,3.0,210000.0
Ben Arous,Appartement,117.0,1.0,3.0,200000.0
Ben Arous,Appartement,104.0,2.0,3.0,250000.0
Ben Arous,Appartement,110.0,1.0,2.0,230000.0
Sfax,Appartement,80.0,1.0,3.0,130000.0
Tunis,Appartement,81.0,1.0,3.0,200000.0
Tunis,Appartement,110.0,1.0,4.0,180000.0
Ariana,Appartement,50.0,1.0,2.0,155000.0
Ariana,Appartement,88.0,1.0,2.0,240000.0
Ariana,Appartement,165.0,2.0,3.0,390000.0
Ariana,Appartement,200.0,2.0,4.0,510000.0
Sousse,Appartement,151.0,2.0,3.0,480000.0
Nabeul,Appartement,90.0,1.0,2.0,165000.0
Nabeul,Appartement,100.0,1.0,1.0,179998.0
Nabeul,Appartement,95.0,1.0,1.0,140000.0
Ariana,Appartement,130.0,1.0,3.0,240000.0
Tunis,Appartement,207.0,2.0,3.0,330000.0
Tunis,Appartement,110.0,1.0,4.0,240000.0
Nabeul,Appartement,100.0,1.0,2.0,230000.0
Sousse,Appartement,300.0,2.0,4.0,130000.0
Ben Arous,Appartement,107.0,1.0,2.0,160000.0
Tunis,Appartement,140.0,1.0,2.0,385000.0
Sousse,Appartement,60.0,1.0,1.0,150000.0
Sousse,Appartement,120.0,1.0,3.0,310000.0
Ariana,Appartement,65.0,1.0,1.0,165000.0
La Manouba,Appartement,101.0,1.0,3.0,220000.0
Nabeul,Appartement,140.0,2.0,2.0,470000.0
Tunis,Appartement,65.0,1.0,3.0,130000.0
Ariana,Appartement,71.0,1.0,1.0,220000.0
Tunis,Appartement,88.0,1.0,3.0,240000.0
Sousse,Appartement,88.0,1.0,1.0,285000.0
Sousse,Appartement,300.0,1.0,3.0,130000.0
Ben Arous,Appartement,110.0,1.0,2.0,220000.0
Ariana,Appartement,125.0,1.0,3.0,420000.0
Nabeul,Appartement,70.0,1.0,1.0,260000.0
Ben Arous,Appartement,135.0,1.0,3.0,240000.0
Nabeul,Appartement,366.0,2.0,3.0,130000.0
Sfax,Appartement,181.0,2.0,3.0,130000.0
Nabeul,Appartement,137.0,1.0,1.0,350000.0
Ben Arous,Appartement,125.0,2.0,3.0,260000.0
Ben Arous,Appartement,98.0,2.0,2.0,205000.0
Ben Arous,Appartement,78.0,1.0,2.0,135000.0
Ariana,Appartement,136.0,2.0,3.0,130000.0
Ben Arous,Appartement,122.0,2.0,2.0,230000.0
Ben Arous,Appartement,100.0,2.0,2.0,150001.0
Ariana,Appartement,147.0,2.0,3.0,540000.0
Tunis,Appartement,110.0,1.0,1.0,255000.0
Tunis,Appartement,131.0,2.0,3.0,486000.0
Tunis,Appartement,63.0,1.0,1.0,340000.0
Tunis,Appartement,198.0,2.0,2.0,710000.0
Tunis,Appartement,260.0,2.0,4.0,1500000.0
Sfax,Appartement,100.0,1.0,3.0,130000.0
Mahdia,Appartement,116.84,2.0,2.0,450000.0
Ariana,Villa,240.0,2.0,3.0,950000.0
Nabeul,Appartement,104.0,1.0,2.0,362999.0
Nabeul,Appartement,115.0,1.0,2.0,411000.0
Nabeul,Appartement,163.0,2.0,3.0,490000.0
Sousse,Appartement,410.0,2.0,5.0,650000.0
Ariana,Appartement,190.0,1.0,2.0,450000.0
Nabeul,Appartement,60.0,1.0,1.0,260000.0
Ariana,Appartement,68.0,1.0,1.0,130000.0
Tunis,Appartement,65.0,1.0,1.0,130000.0
Ariana,Appartement,110.0,1.0,5.0,360000.0
Tunis,Appartement,82.0,1.0,1.0,220000.0
Tunis,Appartement,75.0,1.0,2.0,160000.0
Nabeul,Appartement,70.0,1.0,4.0,259000.0
Tunis,Appartement,43.0,1.0,1.0,250000.0
Tunis,Appartement,127.0,2.0,3.0,525000.0
Nabeul,Appartement,138.0,2.0,2.0,360000.0
Ariana,Appartement,110.0,1.0,4.0,550000.0
Tunis,Appartement,160.0,2.0,3.0,440000.0
Ariana,Appartement,67.0,1.0,1.0,195000.0
Ariana,Appartement,160.0,2.0,4.0,730000.0
Tunis,Appartement,118.0,1.0,2.0,297000.0
Bizerte,Appartement,104.0,2.0,4.0,174999.0
Ben Arous,Appartement,85.0,1.0,2.0,135000.0
Ariana,Appartement,110.0,2.0,3.0,450000.0
Tunis,Appartement,130.0,2.0,2.0,390000.0
Tunis,Appartement,90.0,1.0,2.0,480000.0
Tunis,Appartement,150.0,2.0,3.0,390000.0
Ariana,Appartement,114.0,1.0,2.0,440000.0
Bizerte,Appartement,123.0,1.0,2.0,190000.0
Bizerte,Appartement,100.0,1.0,2.0,170000.0
Ariana,Appartement,104.0,1.0,3.0,155000.0
Tunis,Appartement,174.43,1.0,3.0,130000.0
Ben Arous,Appartement,80.0,1.0,3.0,130000.0
Ben Arous,Appartement,115.0,1.0,4.0,135000.0
Ariana,Appartement,143.0,2.0,2.0,395000.0
Ariana,Appartement,210.0,2.0,4.0,130000.0
Tunis,Appartement,127.0,2.0,3.0,130000.0
Sousse,Appartement,120.0,2.0,3.0,390000.0
Tunis,Appartement,132.0,1.0,3.0,320000.0
Nabeul,Appartement,110.0,1.0,4.0,130000.0
Nabeul,Appartement,110.0,1.0,1.0,130000.0
Tunis,Appartement,138.0,1.0,1.0,290000.0
Ben Arous,Appartement,70.0,1.0,2.0,200000.0
Tunis,Appartement,99.0,1.0,2.0,338000.0
Ben Arous,Appartement,180.0,2.0,3.0,130000.0
Ben Arous,Appartement,110.0,1.0,1.0,130000.0
Ben Arous,Appartement,113.0,1.0,2.0,130000.0
Nabeul,Appartement,160.0,1.0,2.0,400000.0
Tunis,Appartement,200.0,2.0,3.0,130000.0
Ariana,Appartement,130.0,1.0,3.0,260000.0
Ariana,Appartement,140.0,2.0,3.0,300000.0
Ariana,Appartement,145.0,2.0,3.0,300000.0
La Manouba,Appartement,78.0,1.0,2.0,130000.0
Sousse,Appartement,138.0,2.0,3.0,130000.0
Tunis,Appartement,175.0,2.0,3.0,650000.0
Nabeul,Appartement,73.0,1.0,1.0,270100.0
Tunis,Appartement,165.0,2.0,3.0,650000.0
Tunis,Appartement,122.0,1.0,2.0,550000.0
Nabeul,Appartement,148.0,1.0,2.0,199998.0
La Manouba,Appartement,79.0,1.0,2.0,167000.0
Tunis,Appartement,130.0,1.0,2.0,280000.0
Tunis,Appartement,163.0,2.0,3.0,825000.0
Ariana,Appartement,40.0,1.0,1.0,175000.0
Tunis,Appartement,127.0,2.0,2.0,400000.0
Sousse,Appartement,66.0,1.0,1.0,240000.0
Nabeul,Appartement,112.0,1.0,2.0,380000.0
Ariana,Appartement,50.0,1.0,1.0,225000.0
Tunis,Appartement,126.0,1.0,3.0,340000.0
Tunis,Appartement,103.0,1.0,2.0,360000.0
Tunis,Appartement,110.0,1.0,2.0,340000.0
Nabeul,Appartement,120.0,1.0,2.0,130000.0
Tunis,Appartement,55.0,1.0,1.0,167000.0
Tunis,Appartement,150.0,2.0,3.0,350000.0
Ariana,Appartement,154.0,2.0,2.0,490000.0
Nabeul,Appartement,69.0,1.0,1.0,260000.0
Sfax,Appartement,122.0,2.0,3.0,170000.0
Ariana,Appartement,110.0,1.0,3.0,360000.0
Tunis,Appartement,64.0,1.0,1.0,240000.0
Sousse,Appartement,67.0,1.0,1.0,250000.0
Sousse,Appartement,100.0,1.0,2.0,280000.0
Sousse,Appartement,100.0,1.0,2.0,300000.0
Ariana,Appartement,80.0,1.0,3.0,130000.0
Nabeul,Appartement,120.0,2.0,2.0,175000.0
Bizerte,Appartement,45.0,1.0,2.0,138000.0
Sousse,Appartement,130.0,1.0,2.0,270000.0
Tunis,Appartement,170.0,2.0,4.0,295000.0
La Manouba,Appartement,121.0,1.0,2.0,315000.0
Tunis,Appartement,135.0,2.0,1.0,130000.0
La Manouba,Appartement,87.0,1.0,2.0,180000.0
Ariana,Appartement,120.0,1.0,3.0,325000.0
Tunis,Appartement,55.0,1.0,2.0,165000.0
Tunis,Appartement,109.56,2.0,2.0,425000.0
Tunis,Appartement,62.0,1.0,1.0,216999.0
Tunis,Appartement,118.0,2.0,3.0,290000.0
Ariana,Appartement,153.0,2.0,1.0,130000.0
Nabeul,Appartement,150.0,1.0,2.0,130000.0
Tunis,Appartement,202.0,2.0,4.0,620000.0
Tunis,Appartement,85.0,1.0,2.0,150000.0
Tunis,Appartement,100.0,1.0,2.0,160000.0
Nabeul,Appartement,110.0,2.0,2.0,315000.0
Nabeul,Appartement,75.0,1.0,2.0,290000.0
Nabeul,Appartement,120.0,2.0,2.0,465000.0
Nabeul,Appartement,53.0,1.0,1.0,255000.0
Nabeul,Appartement,116.0,1.0,1.0,375000.0
Nabeul,Appartement,110.0,1.0,1.0,255000.0
Nabeul,Appartement,64.0,1.0,3.0,272000.0
Sousse,Appartement,142.0,1.0,2.0,460000.0
Nabeul,Appartement,200.0,2.0,3.0,512000.0
Ben Arous,Appartement,95.0,1.0,2.0,130000.0
Tunis,Appartement,158.0,1.0,3.0,240000.0
Ben Arous,Appartement,100.0,2.0,3.0,200000.0
Tunis,Appartement,50.0,1.0,1.0,185000.0
Ben Arous,Appartement,109.0,1.0,3.0,135000.0
La Manouba,Appartement,57.2,1.0,1.0,175000.0
Tunis,Appartement,100.0,2.0,2.0,150000.0
Tunis,Appartement,90.0,1.0,3.0,235000.0
Tunis,Villa,100.0,1.0,4.0,230000.0
Nabeul,Appartement,135.0,2.0,2.0,360000.0
La Manouba,Appartement,110.0,1.0,4.0,200000.0
Monastir,Appartement,47.0,1.0,1.0,130000.0
Monastir,Appartement,50.0,1.0,1.0,200000.0
Nabeul,Appartement,85.0,1.0,1.0,130000.0
Tunis,Appartement,145.5,2.0,4.0,235000.0
Sousse,Appartement,100.0,1.0,2.0,335000.0
Ariana,Appartement,232.0,2.0,4.0,660000.0
Tunis,Appartement,110.0,1.0,2.0,150000.0
Sousse,Appartement,110.0,1.0,2.0,200000.0
Monastir,Appartement,110.0,1.0,2.0,130000.0
Monastir,Appartement,94.0,1.0,2.0,218000.0
Monastir,Appartement,90.0,1.0,2.0,130000.0
Ariana,Appartement,143.0,1.0,3.0,260000.0
Tunis,Appartement,80.0,2.0,1.0,245000.0
Sousse,Appartement,95.0,2.0,2.0,500000.0
Ariana,Appartement,120.0,2.0,2.0,165000.0
Nabeul,Appartement,69.0,1.0,1.0,210000.0
Nabeul,Appartement,110.0,1.0,4.0,260000.0
Ariana,Appartement,90.0,1.0,2.0,380000.0
Tunis,Villa,150.0,1.0,3.0,220000.0
Ariana,Appartement,45.0,1.0,1.0,155000.0
La Manouba,Appartement,100.0,1.0,2.0,200000.0
Tunis,Appartement,85.0,1.0,2.0,170000.0
Tunis,Appartement,157.0,2.0,3.0,680000.0
Ben Arous,Appartement,114.0,2.0,2.0,130000.0
Tunis,Appartement,182.0,2.0,3.0,130000.0
Ben Arous,Appartement,115.0,1.0,3.0,175000.0
